1676100, 1
4467200, 6
21200, 12
20000, 12
10500, 15
15300, 16
10400, 14
9600, 17
20400, 17
11200, 18
17500, 19
17200, 19
17300, 20
12700, 20
20000, 21
11100, 20
14600, 22
9000, 17
24800, 22
21000, 21
30700, 22
12500, 21
11600, 21
18400, 22
13000, 21
11700, 23
31300, 24
52000, 22
23800, 24
22000, 24
13200, 25
14500, 23
24200, 23
12300, 23
19000, 24
33800, 26
14100, 25
12400, 23
13400, 27
24300, 24
40000, 27
16300, 24
21900, 26
20400, 26
33000, 24
23500, 25
21600, 26
35700, 25
19600, 25
28300, 27
12800, 26
11700, 26
11300, 26
20700, 27
11900, 26
28800, 27
11900, 26
13300, 26
10600, 26
10600, 26
26600, 26
9600, 26
18100, 27
9900, 26
16800, 27
28900, 29
20800, 28
22800, 30
60900, 31
25200, 27
21000, 28
14800, 28
24700, 27
13600, 29
13500, 27
17200, 29
29400, 28
15000, 29
9100, 28
8600, 26
15800, 26
8200, 28
8000, 28
17100, 29
9900, 30
15700, 27
8600, 28
8400, 30
7700, 28
15700, 29
11600, 30
18700, 31
9100, 28
16000, 29
9100, 28
15800, 30
8500, 30
8200, 28
11700, 29
12600, 29
14100, 29
12700, 28
12800, 29
13900, 29
15600, 31
12200, 29
11400, 30
20500, 31
8900, 28
18400, 31
9100, 28
18300, 31
9600, 30
9300, 30
8900, 32
8500, 28
29700, 32
10200, 31
15800, 30
14000, 30
9200, 29
14900, 28
9000, 31
8900, 31
8200, 29
8200, 29
13000, 30
16400, 31
12700, 31
8100, 29
16300, 32
17600, 32
17800, 30
9200, 31
8500, 29
8300, 29
8000, 29
25800, 34
12800, 30
17800, 34
12700, 30
10700, 29
9300, 31
8300, 31
8500, 33
8500, 33
9400, 31
8200, 31
14000, 30
8900, 29
15100, 31
10200, 30
22800, 33
17300, 30
6100, 29
9000, 30
20000, 30
17200, 32
17700, 30
8600, 33
27200, 30
14600, 30
43500, 34
13200, 31
20700, 32
10100, 33
41300, 32
13800, 29
8500, 31
19500, 32
26200, 34
9000, 33
13900, 32
13100, 32
13800, 34
11700, 34
16900, 32
8200, 35
7200, 31
8800, 31
7700, 31
13200, 32
14800, 33
8200, 33
9100, 33
7900, 35
14500, 34
10600, 31
13300, 33
16100, 32
9000, 31
28700, 35
