114700, 26
30400, 28
123200, 27
92600, 26
37600, 27
18800, 25
52100, 27
134600, 99
109000, 155
119700, 77
43200, 74
61100, 114
124800, 25
153900, 28
15500, 27
68400, 25
44700, 67
100500, 27
29500, 27
125600, 29
35500, 74
54900, 26
85800, 27
121200, 73
153700, 91
21800, 29
30200, 70
38500, 26
110200, 26
100400, 111
102800, 163
145600, 64
88900, 26
37700, 55
41100, 90
157200, 157
33600, 102
61900, 28
29600, 92
82300, 168
68600, 112
86900, 130
98000, 27
37700, 123
31700, 84
130700, 25
72500, 28
60300, 72
38400, 28
34000, 73
46400, 67
120500, 27
86800, 77
51000, 28
116100, 27
91600, 26
20600, 28
40500, 77
36100, 67
142000, 204
101900, 27
87400, 97
129100, 49
113400, 92
124700, 28
59100, 107
61800, 27
9900, 25
109100, 27
45400, 27
15300, 26
91600, 84
50900, 67
193000, 28
63200, 27
24100, 89
22100, 28
159400, 66
127300, 107
124400, 69
149700, 61
112500, 29
18800, 29
107800, 90
121000, 28
133100, 25
96200, 109
43300, 126
48400, 28
9700, 27
51400, 76
41400, 77
108700, 24
185200, 28
20800, 27
132300, 74
97500, 28
57500, 62
110700, 73
41200, 90
113200, 27
39700, 28
14600, 29
60500, 90
109200, 75
49100, 69
48900, 28
33700, 26
28800, 25
82600, 85
138900, 59
54500, 28
161300, 114
151000, 29
81600, 108
16500, 26
91700, 89
61400, 27
53700, 27
86900, 83
104000, 80
34000, 73
11000, 25
83800, 145
97400, 60
118900, 26
125400, 68
105000, 67
97600, 119
122900, 58
20300, 25
15100, 26
157900, 84
113900, 142
67700, 107
30700, 68
22400, 67
82600, 65
18600, 28
14700, 25
160100, 60
123200, 90
59000, 27
90500, 61
91200, 25
10600, 26
102000, 58
75600, 88
49700, 27
70100, 77
72400, 29
23700, 25
34100, 64
78900, 26
76800, 28
139600, 88
86700, 144
50600, 27
28500, 25
57400, 94
85000, 62
48000, 68
35500, 89
41500, 76
16400, 27
19500, 86
30000, 27
20600, 28
52200, 27
24300, 92
24700, 109
87800, 136
48500, 67
76300, 28
27100, 84
62400, 26
37100, 116
7900, 26
25500, 29
24200, 27
23300, 76
28500, 26
25300, 29
19600, 139
49800, 29
16400, 25
15800, 27
31500, 61
47700, 64
49600, 130
44200, 67
36700, 90
9900, 26
32200, 139
27300, 219
29900, 71
69100, 89
20700, 28
63000, 119
22000, 27
19200, 25
15100, 64
77600, 30
45800, 93
61100, 55
56900, 26
31900, 26
76200, 28
8400, 25
20900, 26
10500, 25
8400, 25
68800, 63
7700, 60
46700, 55
26000, 71
58700, 64
66000, 67
65500, 76
25600, 74
53300, 70
90500, 176
41100, 26
47900, 58
48800, 65
26700, 61
15700, 105
52100, 108
62700, 65
12700, 26
33200, 27
60400, 26
41000, 274
22300, 73
27600, 27
57400, 114
32800, 27
80600, 65
79600, 28
86500, 25
50400, 26
126700, 69
18000, 68
69400, 66
196800, 28
38200, 71
9100, 28
21400, 29
44900, 143
24000, 26
28800, 64
21000, 26
40100, 28
37800, 57
132700, 38
83400, 96
17600, 63
17100, 28
37600, 178
100100, 111
63300, 68
69300, 26
26800, 67
55100, 94
26100, 26
13000, 27
44200, 70
24600, 69
13100, 28
16900, 130
38000, 77
78300, 62
74300, 26
46600, 29
16500, 66
7800, 25
20300, 116
61700, 73
30500, 26
49900, 272
39400, 61
32200, 59
70500, 121
32600, 68
15600, 63
34100, 27
59700, 66
18400, 78
73800, 26
33500, 78
16100, 137
39600, 105
16500, 30
11000, 25
88100, 68
64600, 147
44700, 73
55900, 29
32600, 69
89400, 27
31200, 64
34600, 26
41100, 28
84200, 67
15100, 26
67500, 25
22000, 68
39800, 27
25800, 80
41600, 129
18900, 25
64000, 26
67400, 62
60500, 27
15700, 73
42900, 26
63200, 26
23100, 140
42500, 25
24800, 119
13200, 61
19400, 24
19300, 28
80500, 82
21500, 76
64700, 28
32100, 27
34900, 28
66800, 27
109500, 89
81500, 150
19600, 60
13500, 28
49200, 26
18400, 27
19100, 131
16700, 65
68400, 97
24100, 73
7300, 58
37700, 90
7100, 74
31100, 26
44300, 25
31700, 61
9600, 26
46100, 65
10200, 64
33700, 61
27900, 29
43500, 27
58200, 28
75200, 66
43200, 26
33700, 25
44100, 26
28500, 148
18600, 81
14800, 27
40400, 93
22500, 125
13900, 75
12200, 64
20600, 85
38400, 64
10000, 28
18900, 110
14200, 25
75400, 122
26500, 27
38800, 119
73200, 119
14600, 26
23800, 154
22500, 25
22900, 28
12800, 27
12200, 28
31100, 28
21000, 98
39300, 28
31200, 64
18200, 28
35200, 27
6700, 26
76000, 147
56100, 62
40900, 27
44300, 28
32900, 86
34500, 124
10400, 27
50200, 130
7400, 28
32000, 25
8300, 27
39400, 66
27100, 97
53300, 26
21900, 105
33200, 26
10000, 26
21800, 25
20200, 26
35100, 28
48400, 76
22900, 104
50100, 168
31300, 27
32100, 27
58400, 27
48700, 26
10000, 29
13100, 28
40800, 26
10100, 26
11400, 55
11600, 52
28500, 89
51300, 60
41100, 27
67000, 109
34700, 29
9900, 30
9600, 29
70800, 108
55100, 63
16000, 83
16000, 55
63800, 102
41100, 27
68400, 24
39100, 212
31900, 25
54300, 206
15400, 26
28000, 137
15000, 63
27500, 55
14700, 92
5300, 25
33300, 55
16600, 92
24400, 28
27000, 26
24400, 27
73800, 72
34400, 147
41300, 64
18000, 26
12600, 76
7600, 27
37300, 105
17800, 28
34100, 29
49900, 27
30200, 61
58700, 64
15400, 27
34900, 64
20300, 26
53800, 59
49800, 26
42700, 59
11600, 27
31400, 24
40600, 26
59900, 172
40600, 60
31600, 130
25700, 79
16500, 116
11400, 27
16900, 26
6000, 25
31900, 63
26400, 118
34700, 80
15200, 82
12200, 26
27500, 241
18900, 28
17800, 64
29400, 27
63400, 27
13800, 29
69900, 157
17100, 28
30600, 28
72700, 95
34900, 94
25800, 93
39600, 29
24800, 64
8700, 97
9900, 25
45600, 26
41400, 27
18900, 26
39900, 88
38800, 132
37800, 84
13400, 78
44100, 61
32200, 57
11400, 25
42900, 193
46800, 25
21700, 27
36200, 24
33700, 109
5500, 28
62200, 26
29800, 27
14700, 91
39600, 73
8500, 61
56900, 90
19000, 66
15500, 77
6900, 26
53200, 115
36600, 28
23100, 24
39600, 27
72700, 121
39000, 58
73900, 66
63400, 27
49200, 26
48700, 27
31300, 26
9300, 25
17900, 73
79000, 96
21700, 27
13100, 86
30000, 93
27500, 77
8100, 82
7500, 28
22100, 88
19500, 62
17800, 93
37300, 58
28300, 28
38700, 115
44900, 78
10000, 28
44500, 142
33400, 27
15300, 93
24500, 27
12300, 26
169100, 68
137800, 196
30800, 61
41300, 67
8100, 27
32900, 58
44300, 27
17400, 115
12900, 88
28200, 59
29400, 25
14000, 89
30200, 27
27300, 28
30100, 27
17500, 27
15700, 26
19900, 28
9400, 28
15700, 25
16200, 68
18200, 157
12100, 29
7900, 26
136300, 333
54000, 26
37200, 148
13400, 29
86300, 187
39300, 90
12300, 24
14900, 70
17000, 65
61500, 27
52200, 66
32300, 26
55100, 108
80500, 120
25100, 26
8500, 27
33400, 129
33600, 26
32400, 26
12700, 28
23300, 145
65400, 138
19100, 74
74800, 55
39100, 62
38900, 70
36800, 25
11900, 65
122200, 143
71400, 168
50700, 103
87500, 154
10600, 24
53500, 59
144200, 74
77700, 68
103000, 57
12200, 62
16800, 27
47000, 27
19500, 55
67700, 25
35500, 85
12800, 57
32600, 26
75200, 102
13300, 29
19500, 66
15700, 26
64000, 119
48800, 27
12800, 85
80700, 67
64900, 27
41200, 70
21500, 59
45000, 28
17400, 25
12200, 27
16200, 26
37000, 60
25900, 110
13300, 26
48000, 23
15500, 61
71200, 89
23100, 27
47200, 68
52600, 63
49800, 26
36700, 138
23200, 28
88800, 95
50600, 94
57700, 93
26700, 29
49500, 29
53800, 26
79600, 88
36000, 64
12600, 26
68300, 55
17400, 66
24800, 164
10100, 26
22400, 28
34000, 26
38300, 26
15300, 25
14800, 26
18100, 59
28700, 113
69000, 63
75100, 107
64700, 66
10800, 49
32200, 63
19100, 28
31200, 71
70900, 29
145700, 262
16500, 27
14800, 75
